posting_date,job_title,job_url,primary_skill,payment_status,rating_label,client_rating,rating_details,client_spent,spent_label,client_country,payment_type,experience_level,estimated_time_label,project_duration,job_description,skill_1_highlight,skill_1,skill_2,skill_3,proposals_label,proposal_count,skill_4,skill_5,skill_2_highlight,skill_3_highlight,skill_4_highlight,skill_5_highlight,highlight_color_1,highlight_color_2,skill_6,hourly_rate,extracted_skills
4 weeks ago,NLP Developer with Database API Experience,https://www.upwork.com/jobs/NLP-Developer-with-Database-API-Experience_~021908668224283860644/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.95 Stars, based on 39 feedbacks",$20K+,spent,United States,Fixed price,Intermediate,Est. budget:,$750.00,"We are seeking a skilled NLP developer to create and integrate natural language processing solutions with our existing database API. The ideal candidate will have experience in coding algorithms for NLP tasks and ensuring smooth interaction with APIs. Responsibilities include designing algorithms, optimizing performance, and troubleshooting issues. If you are passionate about language technology and have a solid understanding of database interactions, we would love to hear from you.

#### 4.1 Core Functionality
- **Consent Detection:** AI-powered analysis of customer communications to identify consent withdrawal requests
- **API Integration:** Webhook system to connect with existing business systems
- **Dashboard:** Comprehensive analytics and reporting on consent activities
- **Consent Test Tool:** Interactive testing environment to validate detection capabilities

#### 4.2 Technical Requirements
- **Web Application:** React-based frontend with responsive design
- **API Authentication:** Secure API key system for third-party integrations
- **Security:** End-to-end encryption for all sensitive 
- **Performance:** less than 1 second response time for API calls, 99.9% uptime SLA",data,Python,API,API Development,Proposals:,5 to 10,MongoDB,PostgreSQL Programming,,,,,,,,,"['Python', 'PostgreSQL Programming', 'API Development', 'MongoDB', 'API']"
2 weeks ago,Convert Large Number of Files to Text-Readable PDFs,https://www.upwork.com/jobs/Convert-Large-Number-Files-Text-Readable-PDFs_~021911881136540585495/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.98 Stars, based on 8 feedbacks",$10K+,spent,United States,Fixed price,Intermediate,Est. budget:,$500.00,"Will provide a link to a shared folder with a large number (60-70k) of files of various formats (pdf, png, msg, etc.). Three example files are provided. 

Primary deliverable will be a folder with all original files converted to PDF format with searchable text. Currently some files (~10k) are text-searchable PDFs; these do not have to be altered. The remaining files should be converted to PDF (if necessary) and then OCRed. High accuracy in the text recognition is essential. File names should be identical to those originally provided except for the file extension. 

If possible, we would also like a second deliverable: a spreadsheet with three columns: the original file name (with the original extension), the current file name (with the .pdf file extension), and the full extracted text from the document. 

Thanks for considering us; we look forward to your application!",,PDF Conversion,OCR Software,File Conversion,Proposals:,5 to 10,Python,,,,,,Data Extraction,,,,"['Python', 'OCR Software', 'PDF Conversion', 'File Conversion']"
2 weeks ago,Heap Analytics Report Builder Needed,https://www.upwork.com/jobs/Heap-Analytics-Report-Builder-Needed_~021913695836288998351/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $35.00 - $50.00,Intermediate,Est. time:,"1 to 3 months, Hours to be determined","We are seeking a skilled freelancer to assist us in building comprehensive reports using Heap, an advanced analytics platform. The ideal candidate will have experience in  visualization and reporting, particularly within the Heap environment. You will be responsible for analyzing our  needs and creating insightful reports that drive business decisions. If you are proficient with Heap and have a knack for translating  into actionable insights, we want to hear from you!",data,Google Analytics,Microsoft Excel,Heap,Proposals:,Less than 5,Amazon QuickSight,,data,data,,,Data Analysis,Data Visualization,+2,42.5,"['+2', 'Heap', 'Google Analytics', 'Amazon QuickSight', 'Microsoft Excel']"
2 weeks ago,Survey Monkey Design & Analytics Expert,https://www.upwork.com/jobs/Survey-Monkey-Design-Analytics-Expert_~021911775150022006694/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 29 feedbacks",$100K+,spent,United States,Hourly: $23.00 - $75.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We're conducting a very detailed benchmarking survey around the forever labor shortage in the manufacturing sector.  We've conducted two test surveys using SurveyMonkey and feel that the end result we're looking for may or may not be accomplished with this application.  

We are looking for an expert 'power user' of Survey Monkey, ideally on an hourly rate basis, since we don't know what it will take to do what we are looking for to properly scope a project.  The  might need to be exported to a different analytics tool. 

The engagement after selecting who will work with us includes:
1.	A discovery meeting to explain what we are trying to accomplish and the scope.
o	Help us understand what is native to Survey Monkey for more advanced analytical tools.
2.	Assuming we agree to proceed from there, we would like help to:
o	Help us finalize our question set.
o	Support administering the survey to 1,000+ recipients, targeting 100 responses.
o    We have our own list of recipients
o	Provide direction for the analytics, help with reporting and generating outputs.
o	Help us with other work we will need help with.  

Regarding using Survey Monkey, we don't know what we don't know.  The right expert might recommend a different tool, and we're open to it.

Please submit your experience explaining why you'd be a good fit for us.  Share how you like to work, either hourly or on a project basis, and when you can meet with us for 15 minutes pro bono to decide together if you're right for us.",data,SurveyMonkey,Tracking Studies,,Proposals:,20 to 50,,,,,,,Data Processing,Data Analysis,+5,49.0,"['SurveyMonkey', 'Tracking Studies', '+5']"
3 weeks ago,Excel Product Tracker,https://www.upwork.com/jobs/Excel-Product-Tracker_~021910356902081593704/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Star, based on 1 feedbacks",$600+,spent,USA,Hourly: $50.00 - $50.00,Expert,Est. time:,"Less than 1 month, Not sure",Create a way to track product by syncing together two excel sheets.,,Microsoft Excel,,,Proposals:,20 to 50,,,,,,,,,,50.0,['Microsoft Excel']
last month,We are seeking 20 freelancers to assist in critiquing designs!,https://www.upwork.com/jobs/are-seeking-freelancers-assist-critiquing-designs_~021902754639258450595/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.92 Stars, based on 951 feedbacks",$10K+,spent,USA,Hourly,Entry Level,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are looking for individuals to evaluate some website designs and tell us which style you prefer. No prior skills or experience are needed. It's a straightforward task that we're hiring for today, and it can be completed within the day.

Thank you!",,UserTesting,,,Proposals:,20 to 50,,,,,,,Data Entry,,,,['UserTesting']
4 weeks ago,Database Developer Needed for People Information Database,https://www.upwork.com/jobs/Database-Developer-Needed-for-People-Information-Database_~021907562739090205064/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 3 feedbacks",$10K+,spent,United States,Hourly: $20.00 - $50.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking an experienced Database Developer to design and implement a relational database to manage and store people information. The ideal candidate should demonstrate expertise in database design, optimization, and  security. You will be responsible for establishing the database structure, ensuring  integrity, and providing ongoing support. If you are passionate about database management and can deliver high-quality solutions, we would love to hear from you!",data,Database Design,SQL,Microsoft Excel,Proposals:,20 to 50,,,data,,,,Data Scraping,Data Mining,,35.0,"['Microsoft Excel', 'Database Design', 'SQL']"
last month,Address research for a lead list,https://www.upwork.com/jobs/Address-research-for-lead-list_~021905337517211649608/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 2 feedbacks",$9K+,spent,USA,Hourly: $18.00 - $25.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We have a list of prospects that we need to obtain the home mailing address for. Resources like voterrecords.com or county records usually have these. 

The leads will be provided in a shared Google Sheet. We will be able to provide guidance on good online resources to find the addresses. 

Some basic sanity checking will be required e.g. visiting their LinkedIn profiles and seeing if the geography matches.",,Online Research,Microsoft Excel,List Building,Proposals:,20 to 50,,,,,,,Data Entry,,,21.5,"['List Building', 'Microsoft Excel', 'Online Research']"
3 weeks ago,AI Consultant Needed for Granger Development,https://www.upwork.com/jobs/Consultant-Needed-for-Granger-Development_~021909375756370526348/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$62,spent,USA,Hourly: $30.00 - $60.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","Granger Development is seeking an experienced AI consultant to guide our team in implementing cutting-edge AI solutions. The ideal candidate will have a strong background in AI technologies and a proven track record of successful projects. Your responsibilities will include assessing our current processes, providing actionable insights, and helping us leverage AI to enhance our operations. If you are passionate about AI and want to make a significant impact, we would love to hear from you!",,Artificial Intelligence,Python,Machine Learning,Proposals:,10 to 15,Lead Generation,Adobe Illustrator,,,,,,,,45.0,"['Adobe Illustrator', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Lead Generation']"
2 weeks ago,Entry Support for Spreadsheet Migration,https://www.upwork.com/jobs/span-class-highlight-Data-span-Entry-Support-for-Spreadsheet-Migration_~021912621501523204336/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$1K+,spent,USA,Hourly: $15.00 - $25.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking a detail-oriented freelancer to assist our customers in migrating spreadsheet exports into our software. The ideal candidate will have experience with  entry tasks and an understanding of spreadsheet formats. You will be responsible for accurately transferring  while ensuring the integrity of the information. Strong organizational skills and attention to detail are essential for this role. If you have a commitment to quality and efficiency, we'd love to hear from you!",data,Accuracy Verification,Microsoft Excel,Google Docs,Proposals:,20 to 50,Administrative Support,,data,,,,Data Entry,,,20.0,"['Accuracy Verification', 'Administrative Support', 'Data', 'Microsoft Excel', 'Google Docs']"
last month,Visualization Expert for Client-Specific Reports in Google Looker (Preferred) or Tableau,https://www.upwork.com/jobs/span-class-highlight-Data-span-Visualization-Expert-for-Client-Specific-Reports-Google-Looker-Preferred-Tableau_~021902761106057329315/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$1K+,spent,United States,Hourly: $75.00 - $115.00,Expert,Est. time:,"1 to 3 months, Not sure","We are a consultancy specializing in benchmarking surveys. Each year, we conduct surveys via Excel, gathering 20-30 responses per survey. To date, we have conducted six surveys and are currently running our seventh.
Our  pipeline involves extracting survey responses from Excel using Python scripts and storing the structured  in a PostgreSQL database. The dataset is organized into eight tables, which include:
	•	Raw client  (responses)
	•	Calculated client-specific metrics
	•	Aggregated statistics (average, median, min, max, percentile) for both  points and metrics
We are seeking an experienced  visualization expert to develop client-specific reports using Google Looker (strongly preferred) or Tableau.
Scope of Work
	•	Build structured, dynamic dashboards that visualize key  points and metrics for each client.
	•	Develop a standardized report layout, ensuring identical structure across all clients.
	•	Create visualizations including:
	•	Bar charts (stacked, grouped, horizontal, vertical)
	•	Line charts
	•	 tables for trended  points
	•	Highlight individual client responses within visualizations (e.g., a distinct color or annotation in bar charts).
	•	Implement filtering capabilities so that selecting a client’s name generates a tailored report.
	•	Generate well-designed PDF reports from the dashboards, including:
	•	Title page
	•	Table of contents
	•	Organized sections based on wireframes (provided in Google Slides)
	•	Text insights and additional elements where appropriate
	•	Ensure the reports are interlinked within the dashboard for ease of navigation.
Project Details & Requirements
	•	Number of  points & metrics: 258 total, with 188 requiring visualization.
	•	 types: Integer, float, string, dropdown (categorical).
	•	 preparation: No SQL or transformation required—all  is already structured for reporting. If adjustments are needed, we will provide the necessary  format.
	•	Tool preference: Google Looker (preferred) or Tableau.
	•	Deadline: Final PDF reports must be available by April X, 2025.
Ideal Candidate
	•	Strong experience with Google Looker (preferred) or Tableau.
	•	Expertise in  visualization & dashboard creation for business intelligence reporting.
	•	Experience working with structured datasets (preferably in PostgreSQL).
	•	Ability to create clean, professional PDF reports with consistent formatting and filtering capabilities.
	•	Attention to detail in ensuring accuracy and readability of reports.
	•	Proactive communicator who can work efficiently with provided  and wireframes.",data,Google Analytics,Tableau,Python,Proposals:,5 to 10,,,data,data,data,data,Data Visualization,,,95.0,"['Data', 'Python', 'Google Analytics', 'Tableau']"
